Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Le Goat","Windfall Wall > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124554863/le-goat,3.0,-1,Sport,5.11c,1,45,47.44008,-121.67477
"Youth Beats Experience","Windfall Wall > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124554977/youth-beats-experience,2.0,-1,Sport,5.12b,1,45,47.44008,-121.67477
Closed,"Windfall Wall > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124554992/closed,0.0,-1,Sport,5.12,1,40,47.44008,-121.67477
"Jenn's Inflatable Funhouse","Excellent Adventure Wall > Wayne’s World Dry Tooling > **Dry Tooling & Ice Climbing at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120004500/jenns-inflatable-funhouse,3.0,-1,"Sport, TR, Mixed","5.7 M3+",1,40,47.43591,-121.63019
"Dank Sinatra","Erikland > Wayne’s World Dry Tooling > **Dry Tooling & Ice Climbing at Exit 38 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121221684/dank-sinatra,3.5,-1,"Sport, Mixed","5.6 M7-",1,80,47.4359,-121.63132
Bushmaster,"Exit 39 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125365091/bushmaster,2.3,-1,Sport,5.9+,1,40,47.42647,-121.63554
"Drillin' and Swillin'","Exit 39 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125365143/drillin-and-swillin,2.5,-1,Sport,5.10a,1,40,47.42647,-121.63554
"Jonny tips","Exit 39 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125365187/jonny-tips,2.7,-1,Sport,5.10b,1,40,47.42647,-121.63554
"Plausible Deniability","Exit 39 > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125365298/plausible-deniability,2.5,-1,Sport,5.10b/c,1,50,47.42647,-121.63554
"Million Dollar Foot Bridge","Fee Demo Wall > Stegosaurus Butte > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107413830/million-dollar-foot-bridge,3.1,-1,Sport,5.9+,1,170,47.54199,-121.5266
"Demo Deception","Fee Demo Wall > Stegosaurus Butte > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120565660/demo-deception,2.0,-1,Sport,5.10c,2,200,47.54199,-121.5266
"Pay to Play","Fee Demo Wall > Stegosaurus Butte > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107413808/pay-to-play,3.0,-1,Sport,5.10d,2,350,47.54199,-121.5266
"Wonderful World of Wreckreation","Fee Demo Wall > Stegosaurus Butte > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107413815/wonderful-world-of-wreckreation,2.0,-1,Sport,5.10d,2,,47.54199,-121.5266
"Larry the Tool Wants You","Fee Demo Wall > Stegosaurus Butte > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120565643/larry-the-tool-wants-you,2.0,-1,Sport,5.11a,1,120,47.54199,-121.5266
"Smokey Bent Me Over","Fee Demo Wall > Stegosaurus Butte > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107414773/smokey-bent-me-over,2.5,-1,Sport,5.11-,1,,47.54199,-121.5266
"Gun Friendly Forest","Fee Demo Wall > Stegosaurus Butte > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120565676/gun-friendly-forest,2.0,-1,Sport,5.12a,1,,47.54199,-121.5266
"Mt Si Motel","Room With A View > The Rump > Stegosaurus Butte > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123263108/mt-si-motel,3.7,-1,"Sport, TR",5.11c,1,70,47.54011,-121.52491
Amethyst,"Lower Pratt > South Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124496206/amethyst,2.5,-1,Sport,5.10b,1,40,47.53852,-121.58272
"Cabbage Lord Denied","Lower Pratt > South Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124496253/cabbage-lord-denied,3.0,-1,Sport,5.10c,1,45,47.53852,-121.58272
"Should Have Used The Park & Ride","Lower Pratt > South Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124510171/should-have-used-the-park-ride,2.5,-1,Sport,5.10d,1,45,47.53852,-121.58272
"Barbarian Daze","Lower Pratt > South Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124496078/barbarian-daze,3.0,-1,Sport,5.11-,1,110,47.53852,-121.58272
"Sucking On Some Salmonberries","Lower Pratt > South Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124578464/sucking-on-some-salmonberries,2.8,-1,Sport,5.11,1,40,47.53852,-121.58272
"Shawn's Closed Project 2","Lower Pratt > South Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124496223/shawns-closed-project-2,0.0,-1,Sport,5.12a,1,1,47.53852,-121.58272
"There and Back and There and Back and There and Back Again","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124998566/there-and-back-and-there-and-back-and-there-and-back-again,2.3,-1,Sport,5.11a,1,50,47.54696,-121.5859
"Hobbit Chodes","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124998682/hobbit-chodes,2.0,-1,Sport,5.11c,1,45,47.54696,-121.5859
"The Stairs of Cirith Ungol","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125001449/the-stairs-of-cirith-ungol,2.0,-1,Sport,"5.11c R",6,550,47.54696,-121.5859
"Elijah's Woodie","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124998751/elijahs-woodie,3.0,-1,Sport,5.11d,1,70,47.54696,-121.5859
"Dungeons of Orthanc","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124998501/dungeons-of-orthanc,3.0,-1,Sport,5.12a,1,80,47.54696,-121.5859
"Wait Time","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124998971/wait-time,3.9,-1,Sport,5.12a,1,80,47.54696,-121.5859
Uruk-Hai,"Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124999314/uruk-hai,3.3,-1,Sport,5.12a,1,75,47.54696,-121.5859
"Boil 'em, mash 'em, stick 'em in a stew","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125189666/boil-em-mash-em-stick-em-in-a-stew,3.0,-1,Sport,5.12a,1,80,47.54696,-121.5859
"Stiffer Woodie","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125189801/stiffer-woodie,2.5,-1,Sport,5.12-,1,70,47.54696,-121.5859
"Saruman's Army","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124998867/sarumans-army,3.5,-1,Sport,5.12a/b,1,80,47.54696,-121.5859
"Authentic Experience","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124999369/authentic-experience,4.0,-1,Sport,5.12b,1,100,47.54696,-121.5859
"Deep Breakfast (linkup)","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125000319/deep-breakfast-linkup,3.0,-1,Sport,5.12b,1,75,47.54696,-121.5859
"Isengard Unleashed","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125189736/isengard-unleashed,3.7,-1,Sport,5.12,1,90,47.54696,-121.5859
"Shih Tzu Jiu-Jitsu 4: Fellowship of the Paw","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124999010/shih-tzu-jiu-jitsu-4-fellowship-of-the-paw,2.0,-1,Sport,5.12b/c,1,80,47.54696,-121.5859
"Man Flesh","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125046246/man-flesh,2.0,-1,Sport,5.12b/c,1,90,47.54696,-121.5859
"Shih Tzu Jiu-Jitsu 3: Return of the Princess","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124999077/shih-tzu-jiu-jitsu-3-return-of-the-princess,4.0,-1,Sport,5.12c,1,100,47.54696,-121.5859
Corruption,"Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125000175/corruption,3.5,-1,Sport,5.12c,1,75,47.54696,-121.5859
"Second Breakfast","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125000369/second-breakfast,3.5,-1,Sport,5.12c,1,75,47.54696,-121.5859
"Breach The Deep","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125001528/breach-the-deep,3.0,-1,Sport,5.12c,1,80,47.54696,-121.5859
"Dying on the Vine","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125046134/dying-on-the-vine,3.9,-1,Sport,5.12c,1,90,47.54696,-121.5859
"Arch project (closed)","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124998915/arch-project-closed,0.0,-1,Sport,5.12+,1,90,47.54696,-121.5859
"Hipster Whiplash","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125046101/hipster-whiplash,3.0,-1,Sport,5.13a,1,90,47.54696,-121.5859
"Full Time Hobbit","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125046733/full-time-hobbit,4.0,-1,Sport,5.13b,1,70,47.54696,-121.5859
"Gandalf's Beat Machine","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125046644/gandalfs-beat-machine,0.0,-1,Sport,5.13,1,70,47.54696,-121.5859
"Walk the Moon","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125046325/walk-the-moon,3.0,-1,Sport,5.13b/c,1,110,47.54696,-121.5859
"Summon the Earth","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125046422/summon-the-earth,2.0,-1,Sport,5.14,1,110,47.54696,-121.5859
"The Killing Jar","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125046501/the-killing-jar,2.0,-1,Sport,5.14,1,100,47.54696,-121.5859
"A Reason to See Red","Helm's Deep > North Bessemer Creek > Bessemer Mountain > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125046616/a-reason-to-see-red,2.0,-1,Sport,5.14,1,90,47.54696,-121.5859
"Align On It","(a) West Quartz Camp > Quartz Camp > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124774037/align-on-it,3.5,-1,Sport,5.8,1,90,47.552,-121.56055
"Follow The Lizard","(a) West Quartz Camp > Quartz Camp > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124774361/follow-the-lizard,3.2,-1,Sport,5.8,1,90,47.552,-121.56055
"Immortal Friction","(a) West Quartz Camp > Quartz Camp > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124774343/immortal-friction,3.3,-1,Sport,5.10a,1,90,47.552,-121.56055
"Stump Farmer","(a) West Quartz Camp > Quartz Camp > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124774073/stump-farmer,3.4,-1,Sport,5.10-,1,90,47.552,-121.56055
"If I Was a Granite Sidewalk I'd Holiday Out West","(b) East Quartz Camp > Quartz Camp > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124774261/if-i-was-a-granite-sidewalk-id-holiday-out-west,3.0,-1,Sport,5.7,2,120,47.55214,-121.55994
"Insane in the Quartz Vein","(b) East Quartz Camp > Quartz Camp > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124774199/insane-in-the-quartz-vein,3.2,-1,Sport,5.8,1,120,47.55214,-121.55994
"Holistic Reconnection While Immersed In Soil Black","(b) East Quartz Camp > Quartz Camp > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124774143/holistic-reconnection-while-immersed-in-soil-black,3.2,-1,Sport,5.9,2,130,47.55214,-121.55994
"Now Serenity Absolute","(b) East Quartz Camp > Quartz Camp > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124774291/now-serenity-absolute,2.7,-1,Sport,5.9,1,70,47.55214,-121.55994
"Poppy's Peril","Otter Falls > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125018224/poppys-peril,2.8,-1,Sport,5.8,5,700,47.58762,-121.4677
"Kiss of the Wasp","Spouse Wall > Garfield Ledges > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125068122/kiss-of-the-wasp,0.0,-1,Sport,"5.8- R",6,550,47.55371,-121.5279
Aspergillus,"Spouse Wall > Garfield Ledges > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125066554/aspergillus,3.0,-1,Sport,5.8,5,490,47.55371,-121.5279
Fusarium,"Spouse Wall > Garfield Ledges > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125068111/fusarium,0.0,-1,Sport,"5.8 R",5,490,47.55371,-121.5279
NGA,"Spouse Wall > Garfield Ledges > Exit 34; Middle Fork & Taylor River > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125068100/nga,2.0,-1,Sport,5.9-,5,400,47.55371,-121.5279
